                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     19,                 1.0504,                0.62664,                 1.0102,                0.74759,                0.64623,                0.71614,                0.43992,                 1.2053,                0.72694,                  1.079,               0.008218,               0.008218,               0.008218
                     20,                 1.0515,                0.62326,                 1.0113,                0.76104,                0.65481,                0.72313,                 0.4407,                 1.1945,                 0.7184,                 1.0706,               0.008119,               0.008119,               0.008119
                     21,                 1.0385,                0.61527,                 1.0062,                  0.776,                0.65815,                0.73599,                0.44773,                 1.1985,                0.71252,                 1.0793,                0.00802,                0.00802,                0.00802
                     22,                 1.0264,                0.60969,                 1.0019,                0.76265,                0.65276,                0.72359,                0.44469,                  1.192,                0.71517,                 1.0738,               0.007921,               0.007921,               0.007921
                     23,                 1.0227,                0.60427,                 0.9999,                0.77342,                0.66352,                0.73385,                0.44657,                 1.1937,                 0.7119,                 1.0744,               0.007822,               0.007822,               0.007822
                     24,                 1.0116,                0.59843,                0.99544,                0.74039,                0.66294,                0.72486,                0.45002,                 1.1757,                0.70207,                 1.0683,               0.007723,               0.007723,               0.007723
                     25,                 1.0081,                0.59758,                0.99356,                0.74407,                0.66781,                0.72934,                0.45459,                 1.1724,                0.69545,                 1.0653,               0.007624,               0.007624,               0.007624
                     26,                 1.0055,                0.59353,                0.99385,                0.76486,                0.66159,                0.73733,                0.45735,                 1.1638,                 0.6962,                 1.0686,               0.007525,               0.007525,               0.007525
                     27,                0.99705,                0.58735,                0.99248,                0.77724,                0.66927,                0.74316,                0.45705,                 1.1696,                0.68174,                 1.0659,               0.007426,               0.007426,               0.007426
                     28,                0.99116,                0.58128,                0.98973,                0.76825,                0.66588,                0.74189,                0.45655,                 1.1584,                 0.6874,                 1.0597,               0.007327,               0.007327,               0.007327
                     29,                0.98212,                 0.5799,                0.98709,                0.77804,                0.67119,                 0.7412,                0.45935,                 1.1619,                0.68156,                  1.063,               0.007228,               0.007228,               0.007228
                     30,                0.98134,                 0.5795,                 0.9865,                0.77393,                0.66957,                 0.7393,                0.46038,                 1.1567,                0.68057,                 1.0606,               0.007129,               0.007129,               0.007129
                     31,                0.98241,                0.57531,                0.98655,                0.76869,                0.68252,                0.74689,                0.46556,                 1.1522,                0.67547,                 1.0572,                0.00703,                0.00703,                0.00703
                     32,                 0.9745,                0.57222,                0.98354,                0.75815,                 0.6709,                0.73656,                0.46058,                 1.1563,                0.67413,                 1.0595,               0.006931,               0.006931,               0.006931
                     33,                0.96353,                0.56516,                0.97761,                0.76002,                0.67363,                 0.7372,                0.46354,                 1.1529,                0.66991,                 1.0572,               0.006832,               0.006832,               0.006832
                     34,                0.96275,                0.56299,                0.97695,                0.76952,                0.67406,                0.74341,                0.46703,                 1.1493,                0.66474,                  1.057,               0.006733,               0.006733,               0.006733
                     35,                0.95126,                0.55312,                0.97241,                0.77849,                0.67138,                 0.7462,                0.46641,                 1.1503,                0.66156,                 1.0605,               0.006634,               0.006634,               0.006634
                     36,                0.95229,                0.55157,                0.97373,                0.75497,                0.67589,                0.74001,                 0.4682,                 1.1387,                0.66266,                  1.055,               0.006535,               0.006535,               0.006535
                     37,                0.95214,                0.55114,                0.97596,                0.78036,                0.67357,                0.74187,                0.46909,                 1.1366,                0.65806,                 1.0517,               0.006436,               0.006436,               0.006436
                     38,                0.94361,                0.54752,                0.97094,                0.78083,                0.68011,                0.74713,                0.47157,                 1.1387,                0.65598,                 1.0556,               0.006337,               0.006337,               0.006337
                     39,                0.94316,                0.54663,                0.97058,                0.76942,                 0.6808,                0.74598,                 0.4726,                 1.1379,                0.65666,                 1.0516,               0.006238,               0.006238,               0.006238
                     40,                0.93993,                0.54419,                0.97185,                0.77471,                0.68034,                0.74542,                0.47228,                 1.1347,                 0.6572,                 1.0541,               0.006139,               0.006139,               0.006139
                     41,                0.93088,                0.54053,                0.96975,                0.78838,                0.67534,                0.74839,                0.47501,                 1.1298,                0.65337,                 1.0529,                0.00604,                0.00604,                0.00604
                     42,                0.92915,                0.53955,                0.96691,                0.76285,                0.68189,                0.74413,                0.47445,                 1.1303,                0.65479,                 1.0536,               0.005941,               0.005941,               0.005941
                     43,                0.91908,                0.52833,                0.96297,                0.76396,                0.68588,                0.74994,                0.47488,                 1.1321,                0.64564,                 1.0523,               0.005842,               0.005842,               0.005842
                     44,                 0.9168,                0.52785,                0.96278,                0.77501,                0.67883,                0.74847,                0.47654,                 1.1327,                0.64376,                 1.0513,               0.005743,               0.005743,               0.005743
                     45,                0.91117,                0.52016,                0.95926,                0.77435,                0.68526,                0.75238,                0.47931,                 1.1294,                0.64011,                 1.0538,               0.005644,               0.005644,               0.005644
                     46,                0.91162,                0.52808,                0.96134,                0.76402,                 0.6818,                0.74609,                0.47732,                 1.1299,                0.64411,                 1.0522,               0.005545,               0.005545,               0.005545
                     47,                0.90682,                0.52327,                0.95936,                0.76956,                0.68731,                0.75226,                0.47983,                 1.1274,                0.64172,                 1.0505,               0.005446,               0.005446,               0.005446
                     48,                0.90134,                 0.5188,                0.95495,                  0.771,                0.68791,                0.75626,                0.48109,                 1.1221,                0.64269,                 1.0483,               0.005347,               0.005347,               0.005347
                     49,                0.89985,                0.51658,                0.95595,                0.76885,                0.68712,                0.75155,                0.48084,                 1.1237,                0.64296,                 1.0528,               0.005248,               0.005248,               0.005248
                     50,                 0.8948,                 0.5125,                0.95348,                0.77342,                0.68407,                0.75212,                0.48104,                  1.125,                0.63921,                 1.0515,               0.005149,               0.005149,               0.005149
                     51,                0.89224,                0.51088,                0.95323,                0.76455,                0.69338,                0.75428,                0.48223,                 1.1253,                0.63792,                 1.0504,                0.00505,                0.00505,                0.00505
                     52,                0.89482,                0.51189,                0.95347,                0.76042,                 0.6921,                0.75284,                0.48215,                 1.1232,                0.63418,                 1.0514,               0.004951,               0.004951,               0.004951
                     53,                 0.8849,                 0.5064,                0.94972,                0.75845,                 0.6972,                0.75547,                0.48275,                 1.1168,                0.63186,                 1.0486,               0.004852,               0.004852,               0.004852
                     54,                0.88375,                0.50556,                0.95142,                0.75676,                0.69584,                 0.7521,                0.48233,                 1.1209,                0.63347,                 1.0514,               0.004753,               0.004753,               0.004753
                     55,                0.87365,                0.49642,                0.94862,                0.76404,                0.69286,                0.75835,                0.48475,                 1.1218,                0.63309,                  1.053,               0.004654,               0.004654,               0.004654
                     56,                0.86994,                0.49458,                 0.9459,                0.77169,                0.68985,                0.75772,                 0.4861,                  1.122,                0.63422,                 1.0542,               0.004555,               0.004555,               0.004555
                     57,                0.86701,                0.49281,                0.94235,                 0.7711,                  0.694,                 0.7605,                0.48726,                 1.1215,                0.63084,                 1.0549,               0.004456,               0.004456,               0.004456
                     58,                0.86151,                0.48737,                0.94311,                0.77317,                0.68997,                 0.7576,                0.48613,                 1.1192,                0.62616,                 1.0532,               0.004357,               0.004357,               0.004357
                     59,                0.86232,                0.48758,                 0.9433,                0.76958,                0.69537,                0.75836,                0.48683,                 1.1207,                0.62714,                 1.0546,               0.004258,               0.004258,               0.004258
                     60,                0.85129,                0.48109,                0.94081,                0.76906,                0.69121,                0.75581,                0.48472,                 1.1207,                0.62696,                 1.0542,               0.004159,               0.004159,               0.004159
                     61,                0.84651,                0.47754,                0.93821,                0.76344,                0.69576,                0.75595,                0.48478,                 1.1195,                0.62657,                  1.055,                0.00406,                0.00406,                0.00406
                     62,                0.85927,                0.48504,                0.94194,                0.77091,                0.69134,                0.75548,                0.48584,                 1.1193,                0.62497,                  1.055,               0.003961,               0.003961,               0.003961
                     63,                0.85098,                 0.4797,                0.93789,                 0.7705,                 0.6906,                0.75381,                 0.4862,                 1.1204,                0.62484,                 1.0565,               0.003862,               0.003862,               0.003862
                     64,                0.83782,                0.47027,                0.93789,                 0.7778,                  0.691,                0.75664,                0.48705,                 1.1213,                0.62288,                 1.0561,               0.003763,               0.003763,               0.003763
                     65,                0.83324,                0.46567,                0.93341,                0.77094,                0.69475,                0.75747,                0.48796,                 1.1218,                0.62234,                 1.0569,               0.003664,               0.003664,               0.003664
                     66,                0.83022,                0.46443,                0.93422,                0.76943,                0.69476,                0.75754,                0.48912,                 1.1209,                 0.6213,                 1.0577,               0.003565,               0.003565,               0.003565
                     67,                0.83222,                0.46497,                0.93238,                0.76004,                0.70361,                0.75765,                0.48938,                 1.1199,                0.62056,                 1.0572,               0.003466,               0.003466,               0.003466
                     68,                0.83505,                0.46639,                0.93345,                0.76539,                0.70545,                 0.7588,                0.49096,                 1.1222,                 0.6199,                 1.0584,               0.003367,               0.003367,               0.003367
                     69,                0.82281,                 0.4602,                0.92947,                0.76305,                0.70443,                0.75819,                0.49007,                 1.1226,                0.61863,                 1.0592,               0.003268,               0.003268,               0.003268
                     70,                0.81525,                0.45198,                0.92546,                 0.7652,                0.70198,                 0.7573,                0.48978,                  1.124,                0.61738,                 1.0591,               0.003169,               0.003169,               0.003169
                     71,                0.81255,                0.45157,                0.92356,                0.76621,                0.70132,                0.75872,                0.48981,                 1.1262,                0.61754,                 1.0595,                0.00307,                0.00307,                0.00307
                     72,                0.81356,                0.45271,                0.92373,                0.77152,                0.70211,                 0.7619,                0.49066,                 1.1264,                0.61708,                 1.0601,               0.002971,               0.002971,               0.002971
                     73,                 0.8017,                 0.4474,                0.92126,                0.77163,                0.70364,                0.76314,                0.49083,                 1.1276,                 0.6167,                 1.0614,               0.002872,               0.002872,               0.002872
                     74,                0.80019,                0.44265,                0.92182,                0.77232,                0.70391,                 0.7648,                 0.4919,                 1.1271,                0.61654,                 1.0619,               0.002773,               0.002773,               0.002773
                     75,                0.79723,                0.44118,                 0.9206,                0.77029,                0.70029,                0.75951,                0.49105,                 1.1253,                0.61638,                 1.0611,               0.002674,               0.002674,               0.002674
                     76,                0.80492,                0.44398,                 0.9224,                0.77046,                0.69879,                 0.7604,                0.49172,                 1.1244,                0.61703,                 1.0619,               0.002575,               0.002575,               0.002575
                     77,                0.78394,                 0.4328,                0.91706,                0.77097,                0.69984,                0.75988,                0.49166,                 1.1246,                0.61739,                 1.0628,               0.002476,               0.002476,               0.002476
                     78,                0.78689,                0.43196,                0.91592,                0.77158,                0.70009,                0.76028,                0.49189,                 1.1252,                0.61684,                  1.064,               0.002377,               0.002377,               0.002377
                     79,                0.78669,                0.43156,                0.91714,                0.77829,                  0.695,                0.76076,                0.49175,                 1.1261,                0.61687,                 1.0655,               0.002278,               0.002278,               0.002278
                     80,                0.78065,                0.42836,                0.91362,                0.77681,                0.69611,                 0.7604,                0.49227,                 1.1269,                0.61685,                 1.0662,               0.002179,               0.002179,               0.002179
                     81,                0.77882,                0.42612,                0.91471,                0.77652,                0.69713,                0.76071,                0.49303,                 1.1277,                0.61712,                 1.0669,                0.00208,                0.00208,                0.00208
                     82,                0.77103,                 0.4221,                0.91135,                0.77712,                0.69781,                0.76145,                0.49247,                 1.1287,                0.61667,                 1.0684,               0.001981,               0.001981,               0.001981
                     83,                0.75924,                0.41494,                0.90789,                0.78305,                0.69386,                0.76188,                0.49204,                 1.1294,                0.61621,                 1.0695,               0.001882,               0.001882,               0.001882
                     84,                0.76126,                0.41685,                0.90952,                0.77637,                0.69898,                0.76226,                0.49149,                 1.1303,                0.61636,                 1.0709,               0.001783,               0.001783,               0.001783
                     85,                 0.7591,                0.41405,                0.91008,                0.77581,                0.69987,                0.76303,                0.49147,                 1.1315,                 0.6163,                 1.0721,               0.001684,               0.001684,               0.001684
                     86,                0.75233,                0.41002,                0.90521,                0.77534,                0.69927,                0.76233,                0.49189,                 1.1323,                0.61623,                 1.0729,               0.001585,               0.001585,               0.001585
                     87,                0.75003,                0.40871,                0.90368,                0.77432,                0.69885,                0.76141,                0.49182,                 1.1331,                0.61642,                 1.0734,               0.001486,               0.001486,               0.001486
                     88,                0.74194,                0.40226,                0.90132,                0.77488,                 0.6988,                0.76147,                0.49192,                 1.1337,                0.61655,                 1.0745,               0.001387,               0.001387,               0.001387
                     89,                0.73948,                0.40096,                0.89979,                0.77643,                0.69826,                0.76134,                  0.492,                 1.1346,                0.61642,                 1.0751,               0.001288,               0.001288,               0.001288
                     90,                0.73602,                0.40011,                0.89947,                0.77965,                0.69711,                0.76117,                0.49198,                 1.1354,                0.61642,                 1.0759,               0.001189,               0.001189,               0.001189
                     91,                 0.7255,                0.39572,                0.89652,                0.77617,                0.69928,                0.76143,                0.49207,                 1.1364,                0.61579,                  1.077,                0.00109,                0.00109,                0.00109
                     92,                0.73235,                0.39746,                 0.8963,                0.77367,                0.69899,                0.76128,                0.49191,                 1.1373,                0.61567,                 1.0779,               0.000991,               0.000991,               0.000991
                     93,                0.72927,                0.39587,                0.89668,                0.77471,                0.69885,                0.76124,                0.49205,                 1.1379,                0.61565,                 1.0787,               0.000892,               0.000892,               0.000892
                     94,                0.72078,                0.38812,                0.89394,                0.77605,                0.69885,                0.76147,                0.49217,                 1.1386,                0.61577,                 1.0793,               0.000793,               0.000793,               0.000793
                     95,                0.71911,                0.38716,                0.89455,                0.77614,                0.69892,                0.76246,                0.49206,                 1.1391,                0.61626,                   1.08,               0.000694,               0.000694,               0.000694
                     96,                0.71828,                0.38816,                0.89474,                0.77466,                0.70042,                 0.7624,                0.49234,                 1.1396,                0.61649,                 1.0806,               0.000595,               0.000595,               0.000595
                     97,                0.71042,                0.38343,                0.89191,                0.77456,                 0.7022,                0.76263,                0.49223,                 1.1397,                 0.6172,                 1.0809,               0.000496,               0.000496,               0.000496
                     98,                0.71207,                0.38387,                0.89321,                0.77637,                0.69983,                0.76265,                0.49222,                 1.1403,                 0.6173,                 1.0814,               0.000397,               0.000397,               0.000397
                     99,                0.70651,                0.38103,                0.89005,                0.77168,                0.70392,                0.76283,                0.49222,                 1.1406,                0.61749,                 1.0819,               0.000298,               0.000298,               0.000298
