                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     15,                 1.4256,                0.83987,                 1.1783,                0.71897,                0.52989,                0.59634,                0.25449,                 2.0877,                   1.05,                 1.3347,               0.007228,               0.007228,               0.007228
                     16,                 1.4105,                0.82692,                 1.1706,                0.77232,                0.51886,                0.57393,                0.23609,                 2.0333,                  1.054,                 1.2959,                0.00703,                0.00703,                0.00703
                     17,                 1.4007,                0.81761,                 1.1659,                0.69446,                0.51892,                0.55196,                0.22962,                  2.074,                 1.0465,                 1.3147,               0.006832,               0.006832,               0.006832
                     18,                 1.3869,                0.80131,                  1.157,                0.72373,                0.55199,                0.59967,                0.25619,                 2.0056,                 1.0122,                 1.2882,               0.006634,               0.006634,               0.006634
                     19,                 1.3779,                0.79216,                 1.1533,                0.71033,                0.53343,                0.57674,                0.25012,                 1.9925,                0.99759,                 1.2733,               0.006436,               0.006436,               0.006436
                     20,                 1.3654,                0.78291,                 1.1464,                0.77371,                0.56147,                0.63038,                0.24486,                 2.0249,                0.97564,                 1.2835,               0.006238,               0.006238,               0.006238
                     21,                 1.3587,                0.77928,                  1.143,                0.82545,                0.53863,                0.63302,                0.28226,                 1.9434,                 0.9513,                 1.2493,                0.00604,                0.00604,                0.00604
                     22,                 1.3447,                0.77011,                 1.1369,                0.72313,                0.55357,                0.64541,                0.27553,                 1.9558,                0.97555,                 1.2493,               0.005842,               0.005842,               0.005842
                     23,                 1.3389,                0.76068,                 1.1324,                0.78858,                0.56647,                0.63012,                0.25628,                 1.9928,                0.96415,                  1.262,               0.005644,               0.005644,               0.005644
                     24,                 1.3266,                0.75243,                 1.1288,                0.75219,                0.55497,                0.62337,                0.26997,                 1.9428,                0.94817,                 1.2483,               0.005446,               0.005446,               0.005446
                     25,                 1.3162,                0.74383,                 1.1233,                0.77044,                0.56029,                0.63296,                 0.2693,                 2.0092,                0.96307,                 1.2756,               0.005248,               0.005248,               0.005248
                     26,                 1.3094,                0.73993,                 1.1201,                0.76429,                0.60747,                0.65941,                0.27958,                 1.8903,                0.89371,                 1.2194,                0.00505,                0.00505,                0.00505
                     27,                 1.3013,                 0.7297,                 1.1148,                0.75867,                0.56952,                0.63063,                0.28805,                 1.9565,                0.91131,                 1.2497,               0.004852,               0.004852,               0.004852
                     28,                 1.2953,                0.72669,                 1.1137,                0.79304,                0.57147,                0.64518,                0.27286,                 1.9967,                0.93299,                 1.2659,               0.004654,               0.004654,               0.004654
                     29,                 1.2794,                0.71658,                  1.107,                0.71036,                0.56804,                0.60625,                0.27742,                 1.9811,                0.91919,                 1.2651,               0.004456,               0.004456,               0.004456
                     30,                 1.2756,                0.70985,                 1.1026,                0.78411,                0.58349,                0.66348,                0.28486,                 1.9542,                0.93255,                 1.2475,               0.004258,               0.004258,               0.004258
                     31,                 1.2682,                0.70827,                 1.1012,                0.79431,                0.56628,                0.65003,                  0.295,                 1.9039,                 0.9124,                  1.234,                0.00406,                0.00406,                0.00406
                     32,                 1.2559,                0.69888,                 1.0954,                0.73969,                0.59529,                0.65611,                0.27486,                 1.9051,                 0.9058,                 1.2321,               0.003862,               0.003862,               0.003862
                     33,                 1.2486,                0.69103,                 1.0917,                 0.7696,                0.58868,                0.65574,                0.29289,                 1.8775,                0.90341,                 1.2202,               0.003664,               0.003664,               0.003664
                     34,                 1.2444,                0.68833,                 1.0899,                0.76847,                0.56134,                0.63921,                0.28799,                 1.9172,                0.91716,                 1.2392,               0.003466,               0.003466,               0.003466
                     35,                 1.2369,                0.68336,                  1.085,                0.73417,                0.58916,                0.64811,                0.29229,                  1.862,                0.87791,                 1.2197,               0.003268,               0.003268,               0.003268
                     36,                  1.224,                0.67401,                 1.0802,                0.73283,                0.60853,                0.68329,                0.30928,                  1.855,                0.87385,                 1.2153,                0.00307,                0.00307,                0.00307
                     37,                 1.2183,                0.66956,                 1.0763,                0.79452,                 0.5806,                 0.6731,                 0.3058,                 1.8872,                0.87268,                 1.2262,               0.002872,               0.002872,               0.002872
                     38,                 1.2076,                0.66293,                 1.0734,                0.78959,                0.60529,                0.68333,                0.30619,                 1.8748,                0.86067,                 1.2182,               0.002674,               0.002674,               0.002674
                     39,                    1.2,                0.65665,                 1.0724,                0.75659,                0.59015,                0.66951,                0.30488,                   1.87,                0.86941,                 1.2268,               0.002476,               0.002476,               0.002476
                     40,                 1.2032,                0.62866,                 1.0791,                0.77065,                0.60925,                0.67519,                0.31891,                 1.8154,                0.85083,                 1.1989,               0.002278,               0.002278,               0.002278
                     41,                 1.1854,                0.62015,                 1.0713,                0.76315,                0.63134,                0.69649,                0.33678,                 1.7799,                0.83297,                 1.1756,                0.00208,                0.00208,                0.00208
                     42,                 1.1671,                 0.6093,                 1.0606,                 0.7211,                0.63711,                0.67592,                0.32712,                 1.8104,                0.84358,                 1.1891,               0.001882,               0.001882,               0.001882
                     43,                 1.1592,                0.60717,                 1.0593,                0.78887,                0.62543,                0.70163,                0.33836,                 1.7701,                0.83819,                 1.1774,               0.001684,               0.001684,               0.001684
                     44,                 1.1419,                0.59495,                  1.051,                  0.792,                0.63272,                0.70156,                 0.3291,                 1.7642,                0.82259,                 1.1737,               0.001486,               0.001486,               0.001486
                     45,                 1.1395,                 0.5939,                 1.0498,                0.80076,                0.61533,                0.71118,                0.33205,                  1.766,                0.81386,                 1.1719,               0.001288,               0.001288,               0.001288
                     46,                 1.1242,                0.58624,                 1.0429,                0.73659,                0.63038,                0.69485,                0.32843,                 1.7763,                0.82486,                 1.1786,                0.00109,                0.00109,                0.00109
                     47,                 1.1073,                0.57501,                 1.0357,                0.74729,                0.64238,                0.71061,                  0.339,                 1.7531,                0.82365,                 1.1679,               0.000892,               0.000892,               0.000892
                     48,                  1.106,                0.57238,                 1.0356,                0.75015,                 0.6453,                0.71114,                0.33713,                 1.7535,                 0.8296,                 1.1673,               0.000694,               0.000694,               0.000694
                     49,                 1.0969,                0.56967,                 1.0342,                0.77071,                0.62526,                0.71451,                0.33875,                 1.7414,                0.82681,                  1.162,               0.000496,               0.000496,               0.000496
